OriginalAddress1,PermitNum,PermitClass,PermitClassMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,AppliedDate,EstProjectCost,IssuedDate,ExpiresDate,StatusCurrent,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
2170 SW ELMGROVE ST,6887693-CN,Multifamily,Residential,New,"Establish use as rowhouse and construct a townhouse structure, per plan.",0,0,5,10/27/2022 12:00:00 AM,936129,09/08/2023 12:00:00 AM,03/08/2025 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887693-CN,47.53025135,-122.36083121,"(47.53025135, -122.36083121)"
10300 EAST MARGINAL WAY S,6915033-CN,Commercial,Non-Residential,New,"Construct new commercial building (Prologis building 4), portion of building in City of Tukwila, occupy per plan. Mechanical is included.",0,0,0,10/26/2022 12:00:00 AM,1732632,10/24/2023 12:00:00 AM,04/24/2025 12:00:00 AM,Issued,TUKWILA,WA,98168,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6915033-CN,47.51047209,-122.29136723,"(47.51047209, -122.29136723)"
14355 EVANSTON AVE N,6901012-CN,Single Family/Duplex,Residential,New,"Construct new one-family dwelling, per plan. (Change use of existing SFR to DADU and Construct new one-family dwelling, per plan / Review and process for two CN records under 6901012)",0,0,1,10/26/2022 12:00:00 AM,193772,03/14/2023 12:00:00 AM,09/14/2024 12:00:00 AM,Issued,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6901012-CN,47.73389012,-122.35205942,"(47.73389012, -122.35205942)"
4720 A 37TH AVE SW,6918762-CN,Single Family/Duplex,Residential,New,"Construct west single family dwelling, per plan (Establish use as single family residence per land use code. Construct two new single family dwellings. Review and process for two records under 6918762-CN.)",0,0,1,10/24/2022 12:00:00 AM,260355,07/27/2023 12:00:00 AM,01/27/2025 12:00:00 AM,Issued,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6918762-CN,47.56038937,-122.37854596,"(47.56038937, -122.37854596)"
1121 NW 103RD ST,6910121-CN,Single Family/Duplex,Residential,New,"Establish use and Construct as adult family home with an additional care taker's unit (Attached Accessory Dwelling Unit), per land use code.  Construct as two-family dwelling with site retaining walls, per plan.",1,1,2,10/24/2022 12:00:00 AM,1081644,10/03/2023 12:00:00 AM,04/03/2025 12:00:00 AM,Issued,SEATTLE,WA,98177,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6910121-CN,47.70316482,-122.37107346,"(47.70316482, -122.37107346)"
4720 B 37TH AVE SW,6929345-CN,Single Family/Duplex,Residential,New,"Construct east single family dwelling, per plan (Establish use as single family residence per land use code. Construct two new single family dwellings. Review and process for two records under 6918762-CN.)",0,0,1,10/24/2022 12:00:00 AM,204466,07/27/2023 12:00:00 AM,01/27/2025 12:00:00 AM,Issued,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6929345-CN,47.56038564,-122.37829478,"(47.56038564, -122.37829478)"
3853 NE 88TH ST,6916879-CN,Single Family/Duplex,Residential,New,"Establish use as single-family residence with (2) attached accessory dwelling units [AADUs] and Construct multi-family dwelling, per plan.",0,0,3,10/21/2022 12:00:00 AM,764136,04/25/2023 12:00:00 AM,10/25/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6916879-CN,47.69217966,-122.28580413,"(47.69217966, -122.28580413)"
3455 CASCADIA AVE S,6906961-CN,Single Family/Duplex,Residential,New,"Establish use as single family residence with an attached accessory dwelling unit (AADU) and construct new two-family dwelling with portions of existing foundation to remain, per plan",0,0,2,10/21/2022 12:00:00 AM,690254,08/15/2023 12:00:00 AM,02/15/2025 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6906961-CN,47.57085404,-122.2832426,"(47.57085404, -122.2832426)"
3256 21ST AVE W,6898163-CN,Multifamily,Residential,New,"Establish use as rowhouses and construct 6-unit townhouse, per plans.",0,0,6,10/21/2022 12:00:00 AM,1904700,08/17/2023 12:00:00 AM,02/17/2025 12:00:00 AM,Issued,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6898163-CN,47.65016575,-122.38304071,"(47.65016575, -122.38304071)"
3607 32ND AVE W,6915635-CN,Single Family/Duplex,Residential,New,"Construct new two-family dwelling, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units (AADU)/(DADU) and construct one and two family dwellings, per plan / Review and process for two CN records under 6915635-CN)",1,1,2,10/19/2022 12:00:00 AM,754359,09/27/2023 12:00:00 AM,03/27/2025 12:00:00 AM,Issued,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6915635-CN,47.65257629,-122.39851825,"(47.65257629, -122.39851825)"
3849 NE 88TH ST,6911027-CN,Single Family/Duplex,Residential,New,"Establish use as single family residence with (2) AADUs and construct townhouse building, per plan.",0,0,3,10/19/2022 12:00:00 AM,758546,06/08/2023 12:00:00 AM,12/08/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6911027-CN,47.69213791,-122.28581072,"(47.69213791, -122.28581072)"
3609 32ND AVE W,6928787-CN,Single Family/Duplex,Residential,New,"Construct new one-family dwelling (DADU), per plan.  (Establish use as single family residence with attached and detached accessory dwelling units (AADU)/(DADU) and construct one and two family dwellings, per plan / Review and process for two CN records under 6915635-CN)",0,0,1,10/19/2022 12:00:00 AM,174413,10/30/2023 12:00:00 AM,04/30/2025 12:00:00 AM,Issued,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6928787-CN,47.65257565,-122.39868604,"(47.65257565, -122.39868604)"
6032 42ND AVE SW,6903159-CN,Multifamily,Residential,New,"Establish use as townhouses and construct 3-unit townhouse, per plans.",0,0,3,10/18/2022 12:00:00 AM,767851,06/16/2023 12:00:00 AM,12/16/2024 12:00:00 AM,Issued,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6903159-CN,47.54748866,-122.38528749,"(47.54748866, -122.38528749)"
3211 NE 89TH ST,6910274-CN,Single Family/Duplex,Residential,New,"Establish use as single family residence with attached accessory dwelling unit (AADU) and construct two family dwelling, per plan.",0,0,2,10/18/2022 12:00:00 AM,472294,03/14/2023 12:00:00 AM,09/14/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6910274-CN,47.69288507,-122.29273669,"(47.69288507, -122.29273669)"
7312 WRIGHT AVE SW,6751349-CN,Single Family/Duplex,Residential,New,"Construct one-family dwelling with detached garage, per plan",1,1,1,10/18/2022 12:00:00 AM,346147,05/23/2023 12:00:00 AM,11/23/2024 12:00:00 AM,Issued,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6751349-CN,47.53757832,-122.39379239,"(47.53757832, -122.39379239)"
3312 FUHRMAN AVE E,6847359-CN,Single Family/Duplex,Residential,New,"Establish use and construct new single family residence, per plan.",0,0,1,10/18/2022 12:00:00 AM,379286,08/28/2023 12:00:00 AM,02/28/2025 12:00:00 AM,Issued,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6847359-CN,47.65224871,-122.32151472,"(47.65224871, -122.32151472)"
1548 S SHELTON ST,6910271-CN,Single Family/Duplex,Residential,New,"Construct south two-family dwelling. [Establish use as single-family residence with attached accessory dwelling unit [AADU] and detached accessory dwelling unit [DADU] and construct one- and two-family dwellings, per plan. Review and processing for (2) construction records under 6910271-CN.]",0,0,2,10/17/2022 12:00:00 AM,464929,05/01/2023 12:00:00 AM,11/01/2024 12:00:00 AM,Issued,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6910271-CN,47.55824322,-122.31145646,"(47.55824322, -122.31145646)"
1548 C S SHELTON ST,6927362-CN,Single Family/Duplex,Residential,New,"Construct north one-family dwelling. [Establish use as single-family residence with attached accessory dwelling unit [AADU] and detached accessory dwelling unit [DADU] and construct one- and two-family dwellings, per plan. Review and processing for (2) construction records under 6910271-CN.]",0,0,1,10/17/2022 12:00:00 AM,166303,05/01/2023 12:00:00 AM,11/01/2024 12:00:00 AM,Issued,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6927362-CN,47.55829899,-122.31143419,"(47.55829899, -122.31143419)"
6730 18TH AVE SW,6898144-CN,Single Family/Duplex,Residential,New,"Construct new (West) two-family dwelling, per plan.  (Establish use as single family residence with (1) AADU  and (1) DADU and Construct one and two family dwellings, per plan / Review and process for two CN records under 6898144-CN).",0,0,2,10/13/2022 12:00:00 AM,496193,05/16/2023 12:00:00 AM,11/16/2024 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6898144-CN,47.54190171,-122.35696393,"(47.54190171, -122.35696393)"
6732 18TH AVE SW,6927657-CN,Single Family/Duplex,Residential,New,"Construct new (East) Single family dwelling, per plan.  (Establish use as single family residence with (1) AADU  and (1) DADU and Construct one and two family dwellings, per plan / Review and process for two CN records under 689144-CN).",0,0,1,10/13/2022 12:00:00 AM,147004,05/16/2023 12:00:00 AM,11/16/2024 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6927657-CN,47.54187006,-122.35680722,"(47.54187006, -122.35680722)"
3925 48TH AVE NE,6903714-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence, per plan.",0,0,1,10/12/2022 12:00:00 AM,582476,04/26/2023 12:00:00 AM,10/26/2024 12:00:00 AM,Issued,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6903714-CN,47.65752012,-122.27705628,"(47.65752012, -122.27705628)"
2001 WARREN AVE N,6880554-CN,Single Family/Duplex,Residential,New,"Establish use as and construct new single family residence, per plan.",1,1,1,10/11/2022 12:00:00 AM,454833,02/10/2023 12:00:00 AM,08/10/2024 12:00:00 AM,Issued,SEATTLE,WA,98109,DME Construction Inc,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6880554-CN,47.63671932,-122.35462851,"(47.63671932, -122.35462851)"
1731 NE 98TH ST,6927162-CN,Single Family/Duplex,Residential,New,"Construct new accessory structure, per STFI",,,,10/11/2022 12:00:00 AM,10000,10/11/2022 12:00:00 AM,04/11/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6927162-CN,47.70014354,-122.30859435,"(47.70014354, -122.30859435)"
425 19TH AVE E,6926115-CN,Multifamily,Residential,New,"Construct east multi-family building, per plan. (Establish use as a townhouse and rowhouse and Construct (2) multi-family buildings, per plan / Review and process for two CN records under 6918048)",0,0,3,10/10/2022 12:00:00 AM,892091,11/15/2023 12:00:00 AM,05/15/2025 12:00:00 AM,Issued,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6926115-CN,47.62281997,-122.30788135,"(47.62281997, -122.30788135)"
2010 NW 62ND ST,6926851-CN,Single Family/Duplex,Residential,New,"Construct West one-family dwelling, per plan. (Construct (1) two-family dwelling and (2) one-family dwelling, per plan / Review and process for three CN records under 6912727-CN)",0,0,1,10/10/2022 12:00:00 AM,248486,03/29/2023 12:00:00 AM,09/29/2024 12:00:00 AM,Issued,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6926851-CN,47.67400889,-122.38271929,"(47.67400889, -122.38271929)"
2004 NW 62ND ST,6926852-CN,Single Family/Duplex,Residential,New,"Construct East one-family dwelling, per plan. (Construct (1) two-family dwelling and (2) one-family dwelling, per plan / Review and process for three CN records under 6912727-CN)",0,0,1,10/10/2022 12:00:00 AM,248486,03/29/2023 12:00:00 AM,09/29/2024 12:00:00 AM,Issued,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6926852-CN,47.67400951,-122.38262029,"(47.67400951, -122.38262029)"
4729 21ST AVE NE,6876787-CN,Multifamily,Residential,New,"Establish use as townhouses and construct a multi-family building, occupy per plans",0,0,5,10/10/2022 12:00:00 AM,1594204,10/23/2023 12:00:00 AM,04/23/2025 12:00:00 AM,Issued,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6876787-CN,47.66391376,-122.30573294,"(47.66391376, -122.30573294)"
2006 NW 62ND ST,6912727-CN,Single Family/Duplex,Residential,New,"Construct North two-family dwelling, per plan. (Construct (1) two-family dwelling and (2) one-family dwelling, per plan / Review and process for three CN records under 6912727-CN)",0,0,2,10/10/2022 12:00:00 AM,524237,03/29/2023 12:00:00 AM,09/29/2024 12:00:00 AM,Issued,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6912727-CN,47.67412649,-122.38265578,"(47.67412649, -122.38265578)"
1518 NE 75TH ST,6926772-CN,Single Family/Duplex,Residential,New,"Construct new one-family dwelling, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units (AADU & DADU) and construct one and two family dwellings, per plan.  Review and process for two CN records under 6911558-CN)",0,0,1,10/07/2022 12:00:00 AM,166660,03/24/2023 12:00:00 AM,09/24/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6926772-CN,47.68343736,-122.31116543,"(47.68343736, -122.31116543)"
4019 51ST AVE SW,6925631-CN,Single Family/Duplex,Residential,New,"Construct west one-family dwelling, per plan. (Establish use as single family residence with (1) AADU and (1) DADU and construct one- and two-family dwellings, per plan / Review and process for two CN records under 6911322-CN)",0,0,2,10/07/2022 12:00:00 AM,183399,02/14/2023 12:00:00 AM,08/14/2024 12:00:00 AM,Issued,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6925631-CN,47.56784695,-122.39803563,"(47.56784695, -122.39803563)"
3721 39TH AVE S,6923680-CN,Single Family/Duplex,Residential,New,"Construct detached garage accessory to existing single family residence, per plan. Existing garage to be removed.",1,0,0,10/07/2022 12:00:00 AM,29992,12/05/2022 12:00:00 AM,06/05/2024 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6923680-CN,47.57006197,-122.28428029,"(47.57006197, -122.28428029)"
1520 NE 75TH ST,6911558-CN,Single Family/Duplex,Residential,New,"Construct new two-family dwelling, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units (AADU & DADU) and construct one and two family dwellings, per plan.  Review and process for two CN records under 6911558-CN)",1,1,2,10/07/2022 12:00:00 AM,403914,03/24/2023 12:00:00 AM,09/24/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6911558-CN,47.6832575,-122.31118498,"(47.6832575, -122.31118498)"
4023 51ST AVE SW,6911322-CN,Single Family/Duplex,Residential,New,"Construct east dadu, per plan. (Establish use as single family residence with (1) AADU and (1) DADU and construct one- and two-family dwellings, per plan / Review and process for two CN records under 6911322-CN)",1,0,0,10/07/2022 12:00:00 AM,533443,02/14/2023 12:00:00 AM,08/14/2024 12:00:00 AM,Issued,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6911322-CN,47.56780133,-122.39780521,"(47.56780133, -122.39780521)"
10306 MIDVALE AVE N,6875661-CN,Multifamily,Residential,New,"Establish use and construct townhouse, per plan.",0,0,5,10/06/2022 12:00:00 AM,1069010,05/09/2023 12:00:00 AM,11/09/2024 12:00:00 AM,Issued,SEATTLE,WA,98133,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6875661-CN,47.7034925,-122.34300501,"(47.7034925, -122.34300501)"
2030 19TH AVE E,6926305-CN,Single Family/Duplex,Residential,New,"Construct West  single family dwelling, per plan.  (Establish use as single family residence with (1) AADU  and (1) DADU and Construct one and two family dwellings, per plan / Review and process for two CN records under 6879797-CN)",0,0,1,10/05/2022 12:00:00 AM,154777,06/05/2023 12:00:00 AM,12/05/2024 12:00:00 AM,Issued,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6926305-CN,47.63772895,-122.30745944,"(47.63772895, -122.30745944)"
3617 36TH AVE W,6910882-CN,Single Family/Duplex,Residential,New,"Construct east one-family dwelling, per plans.  (Establish use as single family residence with detached accessory dwelling unit and construct 2 one-family dwellings.  Reviews and processing for 2 construction records under 6876835-CN)",0,0,1,10/05/2022 12:00:00 AM,239804,07/24/2023 12:00:00 AM,01/24/2025 12:00:00 AM,Issued,SEATTLE,WA,98199,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6910882-CN,47.65277932,-122.4039071,"(47.65277932, -122.4039071)"
